V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	V15	V16	V17	V18	V19	V20	V21	V22	V23	V24	V25	V26	V27	V28	V29	V30	V31	V32	V33	V34	V35	V36	V37	V38	V39	V39F	V40	V40F	V41	V42	V43	V44	V45	V46	V47	V48	V48F	V49	V49F	V50	V51	V51F	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V63	V64	V65	V66	V67	V68	V69	V70	V71	V72	V73	V74	V75	V76	V76F	V77	V77F	V78	V78F	V79	V79F	V80	V80F	V81	V81F	V82	V82F	V83	V83F	V84	V84F	V85	V85F	V86	V86F	V87	V87F	V88	V88F	V89	V89F	V90	V90F	V91	V91F	V92	V93	V93F	V94	V94F	V95	V95F	V96	V96F	V97	V97F	V98	V98F	V99	V99F	V100	V100F	V101	V101F	V102	V102F	V103	V103F	V104	V105	V105F	V106	V107	V107F	V108	V108F	V109	V110	V110F	V111	V111F	V112	V112F	V113	V113F	V114	V115	V115F	V116	V116F	V117	V117F	V118	V118F	V119	V119F	V120	V120F	V121	V121F	V122	V122F	V123	V123F	V124	V124F	V125	V125F	V126	V126F	V127S	V127	V127F	V128	V128F	V129	V130	V130F	V131	V131F	V132	V132F	V133	V133F	V134	V134F	V135	V135F	V136	V136F	V137	V137F	V138	V138F	V139	V139F	V140	V140F	V141	V141F	V142	V142F	V143	V143F	V144	V144F	V145	V145F	V146	V146F	V147	V147F	V148	V148F	V149	V149F	V150	V150F	V151	V151F	V152	V152F	V153	V154	V154F	V155	V155F	V156	V156F	V157	V157F	V158	V158F	V159	V159F	V160	V160F	V161	V161F	V162	V162F	V163	V163F	V164	V164F	V165	V165F	V166	V166F	V167	V167F	V168	V168F	V169	V169F	V170	V170F	V171	V171F	V172	V173	V173F	V174	V174F	V175	V175F	V176	V176F	V177	V177F	V178	V178F	V179	V179F	V180	V180F	V181	V181F	V182	V182F	V183	V183F	V184	V184F	V185	V185F	V186	V186F	V187	V187F	V188	V188F	V189	V189F	V190	V190F	V191	V192	V192F	V193	V193F	V194	V194F	V195	V195F	V196	V196F	V197	V198	V198F	V199	V199F	V200	V200F	V201	V201F	V202S	V202	V202F	V203	V204	V204F	V205	V205F	V206	V207	V208	V209	V210	V210S	V211	V212	V212F	V213	V214	V214F	V215	V216	V217	V218	V219	V220	V221	V222	V223	V223S	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V233S	V234	V235
010000000071100000000	BIRMINGHAM WOURK RELEASE COMMUNITY WORK ENTE	 	 	 	MONTGOMERY	AL	36130	1216 N 25TH STREET	BIRMINGHAM	AL	352343196	999	999	9999	9999	999	999	9999	 	2	2	4	 	0	0	0	0	0	1	0	0	0	0	1	COMMUNITY	6	1	9999	8	150	0	1973	0	0	0	0	1	9	9999	0	999	0	1	312	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	0	0	262	0	270	0	0	0	270	0	0	0	0	0	270	0	153	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	270	0	0	0	2	0	69	0	199	0	270	0	263	0	7	0	0	0	270	0	0	0	2	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	NA	0	0	0	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	9	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	25	0	99	8	999	8	999	8	25	0	999	8	1	0	2	0	7	0	10	0	1	0	2	0	99	8	99	8	1	0	1	0	NA	999	8	999	8	10	0	15	0	6	0	99	8	19	0	99	8	999	8	99	8	99	8	9	8	999	8	9	8	999	8	9	8	999	8	9	8	 	999	8	99	8	25	0	99	8	4	0	99	8	13	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	17	0	99	0	338	0	2	999	0	0	0	5	0	0	0	 	0	0	1	2	0	999	9	0	1	0	0	0	 	0	9999	0	1	199	0	1	1	1	0	0	0	0	0	0	 	0	1	1	0	0	0	0	1	1	0	 	0	JEFFERSON COUNTY
010000000071300000000	MONTGOMERY COMMUNITY WORK RELEASE	 	 	 	MONTGOMERY	AL	36130	P. O. BOX 75	MT. MEIGS	AL	36057	999	999	9999	9999	999	999	9999	 	2	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	9999	8	192	0	1976	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	319	0	0	0	293	0	293	0	0	0	0	0	0	0	293	0	94	0	198	0	0	0	0	0	0	0	0	0	0	0	1	0	DK	293	0	0	0	11	0	224	0	58	0	293	0	284	0	9	0	0	0	293	0	0	0	2	0	0	2	0	0	9	0	2	0	0	0	0	0	0	0	0	 	0	0	0	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	31	0	99	8	999	8	999	8	31	0	999	8	1	0	2	0	17	0	5	0	1	0	2	0	99	8	99	8	2	0	1	0	 	999	8	999	8	21	0	10	0	1	0	99	8	30	0	99	8	999	8	99	8	99	8	9	8	999	8	9	8	999	8	9	8	999	8	9	8	 	999	8	99	8	31	0	99	8	999	8	99	8	22	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	22	0	99	8	327	0	2	999	0	0	0	8	0	0	0	 	0	0	2	0	0	999	9	0	0	0	1	0	 	0	9999	9	1	0	0	1	1	1	0	0	0	0	0	0	 	0	1	1	0	0	0	0	0	0	0	 	0	MONTGOMERY COUNTY
010000000071400000000	ALEXANDER CITY WORK RELEASE/COMM WORK CTR	 	 	 	ALEXANDER	AL	35011	P. O. DRAWER 160	ALEXANDER CITY	AL	350100160	999	999	9999	9999	999	999	9999	 	2	1	4	COMMUNITY	0	0	0	0	0	1	0	0	0	0	0	 	6	1	0	8	320	0	1974	0	0	0	0	1	9	9999	0	999	0	1	320	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	266	0	0	0	247	0	247	0	0	0	0	0	0	0	247	0	83	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	 	247	0	0	0	3	0	49	0	195	0	247	0	243	0	4	0	0	0	247	0	0	0	2	0	0	2	999	0	13	0	2	0	0	0	0	0	0	0	0	N/A	0	0	0	0	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	0	8	9	0	8	0	8	0	8	0	8	0	8	0	8	0	8	30	0	0	8	0	8	0	8	30	0	0	8	1	0	2	0	19	0	3	0	0	8	4	0	0	8	0	8	0	8	1	0	 	0	8	0	8	20	0	10	0	14	0	0	8	16	0	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	0	8	30	0	0	8	11	0	0	8	11	0	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	0	8	 	0	8	0	8	22	0	0	8	542	0	2	999	0	0	0	2	0	0	0	 	0	0	2	99	0	0	9	0	0	0	1	0	 	0	9999	0	1	166	0	1	1	1	1	1	0	0	0	0	 	0	1	1	0	0	0	0	0	0	0	 	0	TALLAPOOSA COUNTY
010000000071500000000	CAMDEN COMMUNITY WORK CENTER	 	 	 	MONTGOMERY	AL	36130	1780 ALABAMA HWY 221	CAMDEN	AL	367269542	999	999	9999	9999	999	999	9999	 	2	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	9999	8	327	0	1990	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	113	0	0	0	112	0	112	0	0	0	0	0	0	0	112	0	27	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	 	112	0	0	0	1	0	30	0	81	0	112	0	109	0	3	0	0	0	112	0	0	0	2	0	0	2	6	0	0	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	0	9999	0	9999	0	999	0	9	0	9999	0	9999	0	9999	0	999	0	9	0	 	99	0	9999	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	16	0	99	0	999	0	999	0	16	0	999	0	1	0	1	0	10	0	1	0	1	0	1	0	99	0	99	0	999	0	1	0	 	999	0	999	0	12	0	4	0	4	0	99	0	12	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	16	0	99	0	2	0	99	0	9	0	99	0	999	0	99	0	99	0	9	0	99	0	9	0	999	0	9	0	99	0	9	0	 	999	0	9	0	11	0	99	0	207	0	2	999	0	0	0	1	0	0	0	 	0	0	2	99	0	999	0	1	0	0	0	1	CATFISH PROCESSING	0	9999	0	1	70	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	0	 	1	WILCOX COUNTY
010000000071700000000	ELBA COMMUNITY CENTER	 	 	 	MONTGOMERY	AL	36130	P. O. BOX 710	ELBA	AL	363230361	999	999	9999	9999	999	999	9999	 	2	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	9999	8	55	0	1979	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	178	0	0	0	177	0	177	0	0	0	0	0	0	0	177	0	66	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	 	177	0	0	0	5	0	35	0	137	0	177	0	173	0	4	0	0	0	177	0	0	0	1	1	0	2	0	0	10	0	2	0	0	0	0	0	0	0	0	 	0	0	0	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	9	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	23	0	99	8	999	8	999	8	23	0	999	8	99	8	3	0	12	0	4	0	2	0	999	8	99	8	99	8	1	0	1	0	 	999	8	999	8	15	0	8	0	10	0	99	0	13	0	99	0	999	0	99	0	99	0	9	0	999	0	9	0	999	0	9	0	999	0	9	0	 	999	0	99	0	23	0	99	0	7	0	99	8	9	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	16	0	99	8	260	0	2	999	0	0	0	1	0	0	0	 	0	0	2	0	0	999	9	0	0	0	1	0	 	0	9999	0	1	138	0	1	1	1	0	0	0	0	0	0	 	0	1	1	0	0	0	0	0	0	0	 	0	COFFEE COUNTY
010000000072100000000	ATMORE COMMUNITY WORK CENTER	 	 	 	ATMORE	AL	36502	9947 HWY 21 N	ATMORE	AL	36503	999	999	9999	9999	999	999	9999	 	2	1	4	COMMUNITY	0	0	0	0	0	1	0	0	0	0	0	 	6	1	9999	8	144	0	1976	0	0	0	0	1	9	9999	0	999	0	1	250	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	248	0	0	0	241	0	241	0	0	0	0	0	0	0	241	0	93	0	148	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	241	0	0	0	4	0	155	0	82	0	241	0	235	0	6	0	0	0	241	0	0	0	2	0	0	2	999	0	11	0	2	999	0	999	0	9999	0	999	0	 	9999	0	9999	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	9	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	24	0	99	8	999	8	999	8	24	0	999	8	1	0	1	0	10	0	7	0	2	0	1	0	99	8	99	8	999	8	2	0	NA	999	8	999	8	13	0	11	0	9	0	99	8	15	0	99	8	999	8	99	8	99	8	9	8	999	8	9	8	999	8	9	8	999	8	9	8	 	999	8	99	8	24	0	99	8	6	0	99	8	11	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	17	0	99	8	417	0	2	999	0	0	0	2	0	0	0	 	0	0	2	0	0	999	9	0	0	0	1	0	 	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	 	0	1	1	0	0	0	0	0	0	0	 	0	ESCAMBIA COUNTY
010000000072200000000	MOBILE WORK RELEASE COMMUNITY CENTER	 	 	 	MONTGOMERY	AL	36130	P. O. BOX 13150	EIGHT MILE	AL	366630150	999	999	9999	9999	999	999	9999	 	2	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	9999	8	150	0	1980	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	163	0	0	0	147	0	147	0	0	0	0	0	0	0	147	0	50	0	96	0	0	0	0	0	0	0	0	0	0	0	1	0	DK	147	0	0	0	3	0	30	0	114	0	147	0	145	0	2	0	0	0	147	0	0	0	2	0	0	2	0	0	8	0	2	0	0	0	0	0	0	0	0	 	0	0	0	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	24	0	99	8	999	8	999	8	24	0	999	8	1	0	1	0	13	0	2	0	1	0	3	0	99	8	99	8	1	0	2	0	 	999	8	999	8	16	0	8	0	3	0	99	8	21	0	99	8	999	8	99	8	99	8	9	8	999	8	9	8	999	8	9	8	999	8	9	8	 	999	8	99	8	24	0	99	8	1	0	99	8	14	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	15	0	99	8	222	0	2	999	0	0	0	0	0	0	0	 	0	0	2	0	0	999	9	0	0	0	1	0	 	0	9999	0	1	107	0	0	0	1	0	0	0	0	0	0	 	0	1	1	0	0	0	0	0	0	0	 	0	MOBILE COUNTY
010000000072300000000	WILLIAM DONALDSON CORRECTIONAL FACILITY	 	 	 	MONTGOMERY	AL	36130	100 WARRIOR LANE	BESSEMER	AL	350237299	999	999	9999	9999	999	999	9999	 	2	1	2	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	9999	8	1016	0	1982	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	1619	0	0	0	1616	0	1616	0	0	0	0	0	0	0	1616	0	424	0	1189	0	0	0	1	0	0	0	0	0	0	0	2	0	OTHER	1616	0	116	0	1405	0	44	0	51	0	1616	0	1616	0	0	0	0	0	1616	0	21	0	1	2	0	2	0	0	75	0	1	0	0	2	0	228	0	21	0	DK	2	0	253	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	262	0	99	8	999	8	999	8	262	0	999	8	2	0	7	0	189	0	26	0	13	0	15	0	99	8	99	8	6	0	4	0	 	999	8	999	8	210	0	52	0	81	0	99	8	179	0	99	8	999	8	99	8	1	0	9	8	999	8	9	8	999	8	9	8	999	8	9	8	OTHER	1	0	99	8	262	0	99	8	58	0	99	8	156	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	OTHER	1	0	9	8	215	0	99	8	977	0	2	999	0	0	0	100	0	0	0	 	0	0	2	0	0	999	9	0	0	0	0	0	 	1	9999	0	2	999	0	1	1	1	1	0	1	1	0	0	 	0	1	1	1	0	1	0	1	0	0	 	0	JEFFERSON COUNTY
010000000072400000000	DECATUR WORK RELEASE CENTER	 	 	 	MONTGOMERY	AL	36130	P. O. BOX 5279	DECATUR	AL	356011325	999	999	9999	9999	999	999	9999	 	2	1	4	 	0	0	0	0	0	1	0	0	0	0	0	 	6	1	9999	8	128	0	1981	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	331	0	0	0	305	0	305	0	0	0	0	0	0	0	305	0	123	0	182	0	0	0	0	0	0	0	0	0	0	0	0	0	 	305	0	1	0	4	0	113	0	187	0	305	0	303	0	2	0	0	0	305	0	0	0	2	0	0	2	0	0	10	0	1	0	0	0	0	1	0	0	0	 	0	0	1	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	35	0	99	8	999	8	999	8	35	0	999	8	99	8	2	0	24	0	3	0	1	0	2	0	99	8	99	8	3	0	999	8	 	999	8	999	8	28	0	7	0	29	0	99	8	6	0	99	8	999	8	99	8	99	8	9	8	999	8	9	8	999	8	9	8	999	8	9	8	 	999	8	99	8	35	0	99	8	23	0	99	8	4	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	27	0	99	8	496	0	2	999	0	0	0	0	0	0	0	 	0	0	2	0	0	999	9	0	0	0	1	0	 	0	9999	0	1	178	0	0	0	0	0	0	0	0	0	1	INMATE MENTORING PROGRAM	0	1	1	0	0	0	0	1	0	0	 	0	MORGAN COUNTY
010000000072600000000	ELMORE CORRECTIONAL FACILITY	 	 	 	MONTGOMERY	AL	36130	P. O. BOX 8	ELMORE	AL	36025	999	999	9999	9999	999	999	9999	 	2	1	4	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	9999	8	600	0	1981	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	1188	0	0	8	1176	0	1176	0	0	0	0	0	0	0	1176	0	407	0	769	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1176	0	1	0	29	0	1007	0	139	0	1176	0	1162	0	14	0	0	0	1176	0	0	0	1	3	0	2	0	0	54	0	1	0	0	1	0	4	0	0	0	 	0	0	5	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	111	0	99	8	999	8	999	8	111	0	999	8	2	0	5	0	63	0	7	0	11	0	14	0	99	8	99	8	7	0	2	0	 	999	8	999	8	83	0	28	0	52	0	99	8	59	0	99	8	999	8	99	8	99	8	9	8	999	8	9	8	999	8	9	8	999	8	9	8	 	999	8	99	8	111	0	99	8	25	0	99	8	45	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	70	0	99	8	964	0	2	999	0	0	0	14	0	0	0	 	0	0	2	0	0	999	9	0	1	1	0	0	 	0	9999	0	2	999	0	1	1	1	0	0	0	0	0	0	 	0	1	1	0	0	0	0	0	0	0	 	0	ELMORE COUNTY
010000000072700000000	ST CLAIR CORRECTIONAL FACILITY	 	 	 	MONTGOMERY	AL	36130	1000 ST. CLAIR ROAD	SPRINGVILLE	AL	351469790	999	999	9999	9999	999	999	9999	 	2	1	2	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	9999	8	984	0	1983	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	1	2004	1524	0	0	0	1513	0	1513	0	0	0	0	0	0	0	1513	0	494	0	1017	0	0	0	0	0	0	0	0	0	0	0	2	1	UNKNOWN	1513	0	34	0	1302	0	114	0	63	0	1513	0	1510	0	3	0	0	0	1513	0	0	0	1	7	0	2	0	0	71	0	1	7	0	23	0	174	0	0	0	 	0	0	204	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	295	0	99	8	999	8	999	8	295	0	999	8	4	0	5	0	227	0	21	0	8	0	21	0	99	8	99	8	7	0	2	0	 	999	8	999	8	246	0	49	0	179	0	99	8	112	0	99	8	999	8	99	8	1	0	9	8	999	8	9	8	3	0	9	8	999	8	9	8	 	999	8	99	8	295	0	99	8	149	0	99	8	98	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	1	0	9	8	99	8	9	8	 	0	8	9	8	248	0	99	8	1801	0	2	999	0	0	0	70	0	0	0	 	0	0	2	0	0	999	9	1	1	0	0	0	 	0	9999	0	2	999	0	1	1	1	0	0	1	0	0	0	 	0	0	0	0	0	0	0	0	0	1	MENTAL HEALTH CARE SERVICES	0	ST CLAIR COUNTY
010000000072900000000	LIMESTONE CORRECTIONAL FACILITY	 	 	 	MONTGOMERY	AL	36130	28779 NICK DAVIS ROAD	HARVEST	AL	357497709	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	9999	8	874	0	1984	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	2064	0	0	0	2056	0	2056	0	0	0	0	0	0	0	2056	0	957	0	1098	0	0	0	0	0	0	0	0	0	0	0	1	0	DK	2056	0	9	0	1314	0	564	0	169	0	2056	0	2049	0	7	0	0	0	2056	0	0	0	1	4	0	2	0	0	115	0	9	61	0	10	0	34	0	0	0	 	0	0	105	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	294	0	99	8	999	8	999	8	294	0	999	8	2	0	7	0	219	0	25	0	11	0	18	0	99	8	99	8	8	0	4	0	 	999	8	999	8	240	0	54	0	177	0	99	8	114	0	99	8	2	0	99	8	99	8	9	8	999	8	9	8	1	0	9	8	999	8	9	8	 	999	8	99	8	294	0	99	8	140	0	99	8	102	0	99	8	1	0	99	8	99	8	9	8	99	8	9	8	1	0	9	8	99	8	9	8	 	999	8	9	8	244	0	99	8	931	0	2	999	0	0	0	89	0	0	0	 	0	0	2	0	0	999	0	0	0	0	0	0	 	1	9999	0	2	999	0	0	0	1	0	0	1	0	0	0	 	0	1	1	0	1	0	0	0	0	0	 	0	LIMESTONE COUNTY
010000000073100000000	HAMILTON AGED AND IMFIRMED	 	 	 	MONTGOMERY	AL	36130	223 SASSER DRIVE	HAMILTON	AL	355701568	999	999	9999	9999	999	999	9999	 	2	1	3	 	0	0	0	0	0	0	0	0	0	1	0	 	10	3	9999	8	300	0	1981	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	295	0	0	0	289	0	289	0	0	0	0	0	0	0	289	0	192	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	 	289	0	5	0	123	0	133	0	28	0	289	0	288	0	1	0	0	0	289	0	0	0	2	0	0	1	0	0	33	0	2	0	0	0	0	0	0	0	0	 	0	0	0	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	43	0	99	8	999	8	999	8	43	0	999	8	1	0	1	0	32	0	1	0	2	0	3	0	99	8	99	8	1	0	2	0	 	999	8	999	8	36	0	7	0	42	0	99	8	1	0	99	8	999	8	99	8	99	8	9	8	999	8	9	8	999	8	9	8	999	8	9	8	 	999	8	99	8	43	0	99	8	32	0	99	8	1	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	33	0	99	8	86	0	2	999	0	0	0	3	0	0	0	 	0	0	1	0	0	999	9	0	1	0	0	0	 	0	9999	0	2	999	0	1	0	0	0	0	0	0	0	0	 	0	1	1	1	0	0	0	1	0	0	 	0	MARION COUNTY
010000000073200000000	BULLOCK CORRECTIONAL FACILITY	 	 	 	MONTGOMERY	AL	36130	P. O. BOX 5107	UNION SPRINGS	AL	360895107	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	9999	0	611	0	1987	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	1322	0	0	0	1316	0	1314	0	0	0	2	0	0	0	1316	0	518	0	796	0	0	0	0	0	0	0	0	0	0	0	2	0	OTHER	1316	0	7	0	814	0	370	0	125	0	1316	0	1304	0	12	0	0	0	1316	0	0	0	1	3	0	2	0	0	80	0	1	0	0	0	0	25	0	0	0	 	0	0	25	0	9999	0	9999	0	9999	0	999	0	9	0	9999	0	9999	0	9999	0	999	0	9	0	 	99	0	9999	0	9	9999	0	999	0	999	0	99	0	999	0	999	0	999	0	181	0	99	8	999	8	999	8	181	0	999	8	3	0	7	0	105	0	35	0	4	0	14	0	99	8	99	8	10	0	3	0	 	999	8	999	8	122	0	59	0	15	0	99	8	165	0	99	8	999	8	99	8	1	0	9	8	999	8	9	8	999	8	9	8	999	8	9	8	 	999	8	99	8	181	0	99	8	5	0	99	8	135	0	99	8	999	8	99	8	99	8	9	8	99	8	9	8	999	8	9	8	99	8	9	8	 	999	8	9	8	140	0	99	8	1363	0	2	999	0	0	0	93	0	0	0	 	0	0	2	99	0	999	9	0	0	0	0	0	 	1	0	0	2	999	0	1	1	1	0	0	0	0	0	1	NOT SPECIFIED	0	1	1	1	0	0	0	0	0	0	 	0	BULLOCK COUNTY
010000000073300000000	EASTERLING CORRECTIONAL FACILITY	 	 	 	MONTGOMERY	AL	36130	200 WALLACE DRIVE	CLIO	AL	360172615	999	999	9999	9999	999	999	9999	 	2	1	3	 	1	0	0	0	0	0	0	0	0	0	0	 	1	3	9999	8	652	0	1990	0	0	0	0	1	9	9999	0	999	0	2	9999	0	9999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	9	9999	1268	0	0	8	1271	0	1271	0	0	0	0	0	0	0	1271	0	441	0	826	0	0	0	0	0	2	0	0	0	0	0	2	0	OTHER	1271	0	19	0	1032	0	132	0	88	0	1271	0	1264	0	7	0	0	0	1271	0	0	0	1	6	0	2	0	0	72	0	1	0	0	4	0	41	0	0	0	 	0	0	45	0	9999	8	9999	8	9999	8	999	8	9	8	9999	8	9999	8	9999	8	999	8	9	8	 	99	8	9999	8	2	9999	8	999	8	999	8	99	8	999	8	999	8	999	8	185	0	99	8	999	8	999	8	185	0	999	8	1	0	12	0	119	0	23	0	7	0	16	0	99	8	99	8	5	0	2	0	 	999	8	999	8	132	0	53	0	55	0	99	8	127	0	99	8	1	0	99	8	99	8	9	8	999	8	9	8	1	0	9	8	999	8	9	8	other	1	0	99	8	185	0	99	0	39	0	99	8	100	0	99	8	1	0	99	8	99	8	9	8	99	8	9	8	1	0	9	8	99	8	9	8	OTHER	1	0	9	8	142	0	99	8	1437	0	2	999	0	0	0	55	0	0	0	 	0	0	1	0	0	999	9	0	0	0	0	0	 	1	0	0	2	999	0	1	1	1	0	0	1	0	0	0	 	0	1	1	0	0	0	0	0	0	0	 	0	BARBOUR COUNTY
